"","spot_1","spot_2","spot_3","spot_4","spot_5","spot_6","spot_7","spot_8","spot_9","spot_10","spot_11","spot_12","spot_13","spot_14","spot_15","spot_16","spot_17","spot_18","spot_19","spot_20","spot_21","spot_22","spot_23","spot_24","spot_25","spot_26","spot_27","spot_28","spot_29","spot_30","spot_31","spot_32","spot_33","spot_34","spot_35","spot_36","spot_37","spot_38","spot_39","spot_40","spot_41","spot_42","spot_43","spot_44","spot_45","spot_46","spot_47","spot_48","spot_49","spot_50","spot_51","spot_52","spot_53","spot_54","spot_55","spot_56","spot_57","spot_58","spot_59","spot_60","spot_61","spot_62","spot_63","spot_64","spot_65","spot_66","spot_67","spot_68","spot_69"
"Lipt1",0,1,1,0,0,0,0,1,3,1,0,0,0,1,2,3,3,1,1,2,2,0,1,2,4,2,0,2,1,3,1,1,0,2,1,4,2,1,0,0,0,0,1,1,0,1,0,1,0,0,2,1,0,2,1,3,0,1,4,4,3,0,3,1,0,0,0,0,2
"Txndc9",0,1,2,0,0,0,1,0,0,2,3,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,2,1,0,1,1,0,2,0,2,3,3,0,1,0,2,0,1,1,1,1,0,1,5,0,0,1,2,1
"Eif5b",0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,2,1,2,1,1,2,0,0,1,2,1,1,0,0,2,0,2,0,1,2,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1
"Lonrf2",0,2,1,2,2,0,3,6,2,3,1,4,3,1,5,2,2,1,1,6,4,2,2,3,2,0,3,2,5,2,0,1,3,3,0,7,6,5,3,3,8,3,3,2,1,0,2,6,4,4,2,4,4,3,2,1,0,0,3,2,0,0,1,1,2,7,4,2,5
"Npas2",0,2,4,0,1,0,0,3,1,3,2,2,0,0,2,1,1,2,0,2,1,2,1,0,2,0,0,2,3,2,2,3,2,0,1,5,2,4,1,6,2,4,3,0,0,4,0,0,0,2,4,3,1,1,1,0,0,2,4,2,5,2,1,1,2,1,3,4,6
"Cnot11",0,4,2,1,3,2,1,0,0,2,2,0,1,2,0,0,3,2,0,0,0,2,3,0,1,1,0,3,1,1,3,1,1,2,3,0,2,3,1,1,0,0,2,2,3,4,1,0,1,1,1,1,0,2,1,1,0,3,2,2,2,2,2,2,1,0,2,2,0
"Map4k4",1,5,1,1,2,2,4,2,3,3,5,0,5,2,2,3,3,3,1,5,1,1,2,4,3,2,3,4,2,6,1,2,2,3,3,3,6,7,3,4,2,2,2,2,1,2,3,4,5,0,3,2,3,3,6,0,0,4,2,4,13,3,4,7,12,6,1,7,9
"Il1r1",0,1,1,0,1,0,0,1,2,2,0,2,0,0,1,2,1,2,1,0,2,0,1,0,0,0,0,0,0,4,1,2,1,0,1,0,1,1,0,2,0,0,1,3,2,2,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0,2,0,2,0,0,3,0,0
"Slc9a2",0,0,1,2,0,0,0,1,0,3,2,0,1,1,1,0,3,2,1,0,0,0,1,2,1,1,2,0,0,2,1,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1
"Mfsd9",0,2,1,1,0,2,0,2,0,2,5,0,1,1,3,2,1,0,1,5,2,0,1,0,3,0,0,0,0,0,2,0,1,1,0,3,1,0,2,2,2,0,5,1,3,1,2,2,0,1,2,0,1,1,1,0,2,2,1,1,1,2,3,2,0,0,2,3,3
"Gpr45",0,3,5,0,1,0,0,2,1,0,3,0,0,0,4,1,0,3,2,0,1,3,3,1,3,2,1,2,1,2,1,3,1,2,2,2,1,2,0,2,0,1,2,0,1,3,1,3,2,2,1,1,1,0,1,3,2,1,0,0,4,0,6,0,1,3,1,0,3
"Tgfbrap1",1,2,3,4,0,0,0,2,3,3,0,3,5,2,3,2,4,2,1,1,1,4,2,3,4,2,4,0,0,5,3,2,2,3,3,2,1,1,3,0,5,1,2,2,0,2,4,1,3,1,0,2,4,3,2,0,1,2,0,5,1,0,3,1,1,3,2,2,3
"Nck2",0,4,4,3,3,2,1,6,4,4,4,4,7,0,1,4,5,6,6,3,3,5,4,8,2,8,8,1,3,3,6,6,6,3,3,1,4,6,6,11,10,0,4,2,2,7,2,1,2,8,2,9,5,3,7,2,0,10,4,2,2,7,6,9,3,6,4,4,2
"Tpp2",0,2,1,1,1,1,0,0,1,1,1,2,1,0,1,0,0,0,1,2,2,2,3,2,3,2,0,1,2,0,0,1,0,1,2,0,0,2,2,0,1,2,0,3,1,2,1,2,0,1,0,3,1,3,0,2,0,3,0,2,2,0,1,0,2,1,3,1,1
"Bivm",0,2,1,3,1,1,1,5,0,0,1,4,1,5,0,2,4,2,4,4,2,4,0,4,1,1,2,0,0,5,4,4,5,2,0,2,2,1,1,0,3,2,3,2,3,2,0,3,4,4,0,1,3,2,4,1,0,1,1,2,1,0,0,4,5,1,1,4,0
"Ercc5",0,1,1,2,1,2,1,2,0,2,2,0,2,0,1,1,0,0,2,1,0,3,2,1,4,2,2,3,2,3,3,1,3,1,0,0,2,2,0,2,3,1,1,1,4,1,0,1,2,0,1,3,3,2,2,2,0,2,4,4,3,0,2,3,3,4,2,1,2
"Stat1",0,1,2,1,1,0,1,2,0,2,2,0,5,1,0,2,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,2,0,1,2,1,2,0,0,1,1,0,0,1,1,1,0,0,0,2,0,3,2,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0
"Inpp1",1,3,1,2,2,0,0,2,1,0,0,4,1,2,1,4,3,2,0,0,1,3,3,0,1,1,4,4,2,1,2,3,4,2,0,1,2,3,3,1,0,0,4,1,1,3,2,3,5,3,2,1,1,0,0,1,1,0,3,1,0,2,2,0,3,2,1,0,1
"Pms1",0,3,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,8,0,0,1,1,0,1,2,2,2,0,1,0,0,2,2,1,4,3,0,1,1,1,0,1,0,1,0,0,0,1,0,2,0,0,1,1,2,1,0,0,1,0,1,2,1,1,0,1,1,0,2
"Gtf3c3",0,2,3,3,0,0,2,0,0,3,4,3,4,2,2,1,1,3,1,1,0,2,0,2,1,0,2,2,3,2,2,2,1,1,2,1,3,3,1,0,3,2,1,0,1,2,2,1,1,0,0,0,0,0,1,0,0,2,2,1,2,0,0,1,1,1,1,4,0
"Mars2",0,1,1,0,0,0,0,1,0,2,1,1,1,0,1,2,0,1,1,0,2,1,0,1,3,2,0,0,0,0,1,1,1,0,2,1,0,0,0,0,2,0,2,1,0,1,0,0,2,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,4
"Plcl1",0,2,1,0,2,1,1,3,3,1,0,1,0,1,2,3,1,1,3,3,4,3,5,0,3,1,1,1,2,2,1,2,2,0,0,0,2,0,2,2,0,0,4,1,1,2,1,1,1,1,1,1,0,1,1,0,0,2,0,1,2,1,1,2,2,3,0,2,4
"Spats2l",0,0,1,1,0,1,4,0,2,4,1,3,1,2,3,3,3,1,1,0,1,0,3,0,3,1,1,0,2,2,5,1,0,1,1,1,1,1,3,2,2,1,4,4,5,2,4,3,2,2,2,1,1,3,2,2,1,4,3,2,1,2,1,2,0,1,5,2,2
"Kctd18",0,0,1,1,0,0,0,1,2,0,1,0,2,4,0,0,3,1,2,0,3,0,0,0,3,0,2,0,0,0,0,1,2,0,1,1,1,2,1,2,2,2,0,1,0,2,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,1,0,2,1,2,0,2
"Aox1",0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0
"Aox4",0,2,0,2,2,0,0,1,1,2,1,0,1,0,2,2,2,0,2,4,2,2,2,1,0,0,0,1,2,2,3,3,1,0,1,1,0,2,1,2,3,0,0,2,2,2,1,1,2,1,1,1,0,0,0,0,0,1,0,2,1,2,1,2,1,1,2,0,2
"Nif3l1",0,0,2,2,3,0,0,2,1,2,2,1,0,2,3,1,4,4,0,0,1,2,2,1,1,4,3,0,0,1,0,1,1,5,1,1,1,2,1,2,3,0,1,2,0,1,0,1,1,4,0,0,0,0,3,2,0,1,2,0,3,0,3,0,2,0,4,0,2
"Orc2",0,3,1,1,2,1,0,1,5,1,4,0,2,1,0,3,3,2,1,1,2,1,1,1,0,0,3,0,1,1,2,2,2,1,3,0,0,0,1,2,1,1,1,2,1,3,2,0,1,1,1,0,0,1,1,1,1,1,2,2,1,1,0,2,3,1,1,1,1
"Casp8",0,4,2,2,0,1,2,1,2,0,0,0,1,1,2,2,2,3,0,1,2,5,1,0,1,0,0,1,4,0,0,2,0,1,2,1,0,2,2,2,0,1,1,2,2,1,1,0,1,1,1,0,0,1,0,0,0,1,2,1,1,1,1,3,0,1,1,2,2
"Stradb",0,2,2,2,0,0,1,1,1,0,5,2,2,0,1,2,1,3,3,1,1,4,1,0,2,0,1,0,3,4,2,0,0,1,1,0,0,1,3,0,0,2,0,3,0,1,0,1,0,2,2,1,1,0,1,2,2,0,4,1,1,0,2,0,1,0,1,1,6
"Als2",0,3,5,0,2,0,2,3,4,4,2,2,0,2,1,0,0,0,2,0,1,4,3,2,1,0,5,2,1,4,1,6,3,3,2,1,0,3,1,2,6,1,3,3,0,3,5,3,2,0,3,6,4,2,3,0,2,3,2,2,4,2,0,0,1,0,2,4,0
"Fzd7",0,0,2,2,3,0,1,1,2,3,0,0,1,0,4,0,0,0,0,3,2,1,2,1,2,1,0,0,0,5,2,2,0,2,3,0,1,0,0,1,1,0,2,1,0,1,3,1,0,0,3,2,0,1,0,0,0,0,2,1,1,0,0,1,2,0,1,1,0
"Bmpr2",0,1,2,1,1,2,1,1,3,1,2,3,3,2,0,2,2,1,2,5,2,6,2,2,4,4,4,2,4,3,2,0,1,3,2,2,3,1,3,4,0,0,1,3,2,5,1,2,3,4,6,6,1,2,2,2,1,4,3,1,2,2,6,1,4,0,1,2,0
"Fam117b",0,0,1,1,0,1,0,1,1,4,6,2,1,0,0,6,1,1,3,1,0,2,3,3,2,2,4,0,2,0,2,0,3,0,4,0,1,4,2,0,2,0,0,0,1,3,1,2,1,2,1,0,3,2,4,0,0,3,2,0,1,2,3,2,0,2,3,1,2
"Carf",0,2,2,1,1,0,0,1,0,2,4,2,1,2,5,1,0,3,1,0,3,4,0,3,1,1,0,4,4,1,1,1,3,2,4,2,0,1,2,1,3,0,1,2,0,1,1,2,1,3,1,2,4,1,1,2,0,1,5,0,3,0,1,2,1,2,1,2,0
"Nbeal1",0,0,2,2,1,0,1,3,1,2,0,1,1,0,3,3,3,1,1,1,0,4,0,1,1,0,1,1,2,2,1,2,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,2,0,1,0,1,0,2,2,2,4,1,2,1,0,3,0,1,1,0,2
"Cd28",0,1,3,2,2,0,2,3,1,1,0,0,1,2,1,1,3,0,2,0,1,1,0,4,2,4,1,0,0,1,2,1,1,2,1,1,0,1,1,0,0,0,0,2,1,1,0,2,0,0,2,1,1,2,2,0,1,0,0,0,2,2,2,1,1,0,3,0,2
"Pard3b",0,2,1,1,1,1,0,1,0,0,1,0,0,2,0,2,1,1,1,1,1,1,2,3,0,4,0,1,1,2,0,0,0,1,1,2,1,2,0,0,0,1,1,1,1,0,0,3,0,0,3,0,2,3,0,1,0,0,0,0,0,2,0,2,2,1,0,1,2
"Nrp2",0,0,1,1,0,1,1,0,4,2,2,1,0,0,5,3,1,3,1,6,1,0,2,0,1,0,1,1,1,0,2,1,1,0,2,3,0,0,1,1,1,0,0,2,1,1,1,1,1,0,1,1,0,2,2,1,0,0,0,2,1,0,1,2,0,0,1,1,1
"Ino80d",0,1,2,2,1,0,0,5,2,0,1,0,3,0,0,0,1,1,1,1,0,2,0,1,1,1,2,0,1,2,0,1,2,1,0,3,0,3,0,0,0,0,1,1,1,1,5,0,1,1,0,1,2,0,2,0,0,0,2,1,0,1,3,3,1,0,3,0,3
"Ndufs1",0,4,1,6,2,0,0,1,2,4,5,0,5,0,3,1,4,5,2,3,1,3,2,4,1,2,4,3,3,0,1,3,2,1,3,1,0,2,0,2,4,2,1,1,1,2,1,2,2,1,2,2,6,3,0,1,0,4,2,2,2,1,5,1,1,3,5,0,0
"Zdbf2",0,1,2,3,4,0,0,1,1,1,2,1,3,1,1,1,1,0,0,3,5,2,1,0,2,2,1,1,2,1,2,1,2,1,5,0,0,2,3,3,1,2,0,0,1,0,1,0,1,4,0,2,0,2,2,0,0,1,1,2,0,1,1,2,1,3,0,4,1
"Fastkd2",0,1,2,0,4,2,0,1,1,0,2,0,0,1,1,1,1,2,2,4,1,0,1,2,0,1,4,0,3,1,0,0,1,2,0,0,1,0,2,0,0,1,3,3,1,0,1,1,0,2,0,0,1,2,1,0,0,0,1,2,2,1,2,2,1,0,1,1,2
"Creb1",0,1,1,2,1,0,2,1,0,2,2,0,2,2,0,5,2,1,4,3,3,1,1,0,1,1,0,2,2,0,1,1,1,0,1,0,0,1,1,1,3,0,3,1,2,0,0,0,1,0,0,0,3,1,2,1,0,3,1,1,1,0,1,1,0,2,1,1,1
"Mettl21a",0,1,1,2,3,1,2,0,2,1,1,1,1,1,3,1,3,3,0,3,1,3,1,1,3,0,2,0,0,1,1,1,2,0,2,0,0,2,0,2,0,1,4,4,2,0,2,0,1,0,2,0,0,4,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1
"Fzd5",0,2,1,1,1,0,1,0,1,1,1,3,0,1,2,3,1,1,2,0,0,0,1,3,1,1,0,1,1,0,3,1,1,1,2,0,1,0,0,2,4,1,3,1,0,3,2,2,2,3,0,2,1,1,2,2,0,0,0,1,0,0,1,2,0,0,1,1,2
"Plekhm3",0,3,0,1,0,2,0,0,4,1,2,2,2,0,1,0,3,2,2,1,1,0,0,4,1,3,0,0,2,2,2,1,2,3,1,0,3,0,1,0,1,0,0,1,1,3,0,2,3,0,3,2,1,1,1,2,0,0,2,2,1,0,1,0,1,1,2,0,1
"Pikfyve",2,2,3,2,2,1,0,2,3,2,1,0,1,0,0,2,5,3,0,2,2,1,0,0,0,2,0,0,1,0,2,9,6,3,2,4,0,0,1,1,2,0,2,0,2,2,0,1,1,0,1,2,4,2,2,0,1,2,1,3,0,2,2,2,2,1,4,3,3
"Kansl1l",0,2,0,0,1,0,0,0,0,1,3,0,1,0,2,1,1,2,0,2,1,0,1,0,0,1,2,0,2,1,1,1,2,1,2,1,0,4,2,2,1,0,1,1,2,0,0,0,0,0,0,1,1,2,2,2,0,1,0,1,2,1,0,1,0,2,0,2,0
"Ikzf2",0,1,1,0,2,1,0,0,1,0,0,0,3,0,4,0,1,1,1,1,1,0,1,0,3,1,1,1,4,1,0,0,0,2,0,2,0,2,1,0,2,0,2,3,0,2,0,0,2,0,0,2,1,1,1,0,0,0,1,2,1,2,0,0,0,1,0,0,0
"Atic",0,4,3,2,1,2,1,1,0,3,3,0,1,2,1,5,1,4,3,0,1,1,3,2,1,4,4,0,4,3,6,1,0,3,5,0,3,3,1,1,2,0,4,4,0,2,0,1,4,1,2,2,0,0,1,1,0,3,0,4,4,0,1,1,4,6,0,3,1
"Mreg",0,2,0,1,0,0,1,2,1,0,2,1,0,1,2,1,2,0,0,0,1,4,1,4,1,1,3,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,3,2,2,0,0,0,0,0,0,1,1,1,4,0,0,4,2,0,0,0,0,1,1,0,0,1,1
"Tmem169",0,0,4,2,1,2,2,2,3,1,2,1,2,0,4,3,2,1,0,1,1,0,2,1,2,4,2,0,1,2,3,2,2,1,2,1,3,0,3,3,2,0,2,1,5,1,1,1,1,1,3,2,4,0,5,0,0,0,3,2,0,0,2,2,0,6,2,2,1
"Xrcc5",0,0,3,3,1,0,0,3,2,2,2,1,0,2,2,2,2,1,1,2,2,2,1,2,1,1,0,0,2,0,1,4,2,1,0,2,2,0,3,2,0,2,0,0,0,1,1,0,1,1,1,0,0,2,2,2,0,2,1,2,1,0,1,2,1,1,3,1,2
"Smarcal1",0,0,1,4,1,2,1,3,0,0,3,1,0,4,3,1,1,2,2,1,1,2,2,2,1,1,0,0,2,2,3,3,3,0,0,0,1,3,2,0,2,0,2,4,0,2,2,0,0,2,2,3,1,0,3,1,0,4,1,1,2,0,0,3,4,2,3,3,3
"Aamp",1,3,1,6,6,0,6,8,8,5,5,6,4,2,6,8,8,5,2,1,9,4,9,2,7,5,4,7,5,8,7,7,4,13,3,8,3,4,10,3,9,6,7,11,1,9,8,14,14,8,6,8,7,5,11,4,1,3,4,7,4,2,9,7,6,16,7,9,5
"Slc11a1",0,0,1,2,1,0,2,4,1,1,1,3,1,0,0,0,1,4,2,0,2,0,0,1,1,3,4,0,0,2,6,1,0,2,0,1,2,2,0,2,0,0,0,1,0,0,4,2,2,0,2,2,0,0,0,0,2,2,2,1,3,1,0,0,1,0,0,0,3
"Ctdsp1",0,1,1,0,2,2,1,2,3,1,0,0,1,1,0,3,1,1,1,1,2,2,4,4,1,3,2,1,0,4,0,0,2,1,2,1,3,2,0,2,1,3,2,2,1,1,1,0,1,0,0,0,0,1,2,2,0,1,1,0,1,2,5,1,1,1,1,0,3
"Zfp142",0,0,1,1,1,0,0,1,1,3,2,1,0,0,1,1,0,0,2,0,1,2,0,0,0,1,1,0,0,0,0,2,2,2,1,0,2,1,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,1,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0
"Bcs1l",0,3,3,0,1,1,2,2,0,4,2,1,0,1,2,1,1,2,1,0,0,1,0,1,2,1,3,2,2,2,2,0,0,0,1,2,1,1,2,0,2,3,2,1,1,1,2,0,1,4,2,1,2,0,2,3,0,5,2,1,1,1,3,2,0,0,2,3,2
"Stk36",1,0,1,2,4,0,0,1,2,1,2,0,1,1,0,0,1,2,2,1,2,0,1,2,3,0,2,0,1,0,1,3,0,1,1,2,1,3,0,2,2,0,6,1,0,3,1,1,0,2,2,1,3,3,1,0,0,0,1,4,0,2,0,5,2,1,2,1,0
"Ttll4",0,1,1,0,1,1,0,2,2,2,0,1,3,0,2,1,1,1,2,1,1,0,0,4,1,0,2,0,1,0,1,1,2,1,2,2,3,2,0,2,0,0,0,1,1,1,1,2,1,1,2,1,3,0,0,2,0,0,3,4,1,1,3,1,3,0,2,0,3
"Cyp27a1",0,1,0,0,3,0,0,4,0,2,4,1,2,0,0,1,1,0,2,2,1,0,0,1,1,2,0,0,0,1,2,1,1,0,0,1,2,2,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,2,1,3,2,0,0,1,3,1,0,0,0
"Wnt10a",0,3,1,0,2,0,0,2,2,1,2,0,3,0,1,2,2,0,0,1,1,0,0,0,0,0,0,1,0,3,1,0,2,0,1,1,2,0,2,0,1,2,0,1,0,0,0,1,0,0,1,1,1,3,1,1,0,2,2,1,1,2,3,0,0,1,1,3,0
"Cnppd1",0,0,1,0,0,0,2,1,3,0,1,0,1,0,0,3,1,0,0,1,1,1,1,1,1,1,0,0,1,0,3,0,0,2,1,1,1,0,1,1,1,2,3,0,0,0,2,1,1,0,1,2,1,2,1,1,1,3,2,2,1,2,2,0,0,2,0,0,0
"Glb1l",0,1,2,1,0,0,0,0,0,2,1,0,2,2,0,1,3,0,0,2,2,0,1,1,0,0,0,0,0,1,4,1,0,2,1,0,1,1,1,0,0,0,0,0,0,2,2,0,0,2,1,1,2,0,0,0,0,0,0,2,0,0,1,0,3,2,0,1,0
"Stk16",0,2,2,4,5,2,3,6,3,1,2,0,1,4,2,5,6,1,3,2,5,1,3,2,3,1,1,0,0,1,1,5,2,1,1,3,1,3,1,2,3,2,1,2,2,1,4,1,2,4,2,1,0,3,2,3,0,0,0,4,0,2,0,3,3,3,4,0,1
"Dnajb2",0,0,4,7,3,0,0,2,2,5,1,2,7,2,3,4,4,4,4,3,2,4,4,4,4,4,2,0,3,3,4,2,3,4,2,4,2,9,5,4,1,6,4,2,1,4,1,1,3,4,3,4,5,5,4,2,0,5,5,1,6,3,5,7,9,2,4,4,6
"Dnpep",0,4,5,3,3,2,0,0,1,3,2,1,2,0,2,0,1,1,4,3,2,2,1,3,2,1,1,4,2,4,1,1,2,2,4,3,5,1,3,1,2,0,1,4,2,0,1,0,1,3,2,2,1,2,1,2,1,2,4,5,7,0,0,3,0,1,4,5,3
"Gmppa",0,0,1,1,0,0,2,2,1,0,4,0,4,1,2,2,3,1,0,2,2,0,0,3,2,0,3,0,0,4,1,3,0,2,4,1,0,2,1,1,2,2,1,1,2,2,1,2,1,2,0,2,2,3,1,2,0,0,2,4,2,0,2,1,1,1,0,4,2
"Tmem198",0,4,6,8,5,5,2,4,4,4,7,0,4,3,8,10,7,5,13,5,6,8,6,5,3,2,5,0,16,13,9,8,9,7,7,3,6,5,2,5,2,6,5,12,6,8,9,1,6,5,7,5,3,3,3,0,0,3,6,8,3,3,3,3,1,6,5,3,2
"Obsl1",0,1,0,4,0,1,2,0,3,0,2,1,1,0,1,1,0,1,1,2,2,3,2,0,1,0,1,1,0,2,2,1,0,1,2,0,0,4,0,2,2,0,0,2,1,2,0,5,1,2,2,1,1,4,3,0,1,0,1,2,2,2,1,2,3,0,0,2,0
"Stk11ip",0,4,2,4,2,1,2,2,5,2,2,3,0,1,2,1,1,2,3,4,1,3,2,3,3,3,4,0,2,1,3,2,2,3,3,2,2,1,3,1,6,2,3,2,0,1,0,1,0,4,6,2,5,1,5,2,0,2,3,2,5,2,3,1,1,5,1,1,1
"Slc4a3",0,1,3,4,3,1,0,3,1,1,1,4,0,0,1,2,4,1,1,3,2,2,2,0,2,1,2,1,1,1,3,1,3,6,2,1,3,0,2,0,0,4,2,5,0,1,4,5,3,3,5,1,2,1,0,0,1,1,0,0,0,0,1,0,1,1,2,1,0
"Sgpp2",0,0,1,1,1,2,1,0,0,1,1,2,0,2,0,1,3,4,3,1,0,0,1,3,0,1,1,0,0,1,0,1,1,0,4,0,2,3,1,3,0,0,1,3,0,2,1,0,1,1,0,0,3,1,2,0,0,1,2,1,2,1,0,1,0,0,4,1,0
"Cul3",0,0,0,3,0,0,0,1,1,3,1,0,0,0,3,3,1,1,3,1,2,1,0,1,0,2,1,4,0,1,4,2,1,0,1,2,1,0,2,1,4,2,1,1,1,0,2,2,0,1,4,2,2,1,4,1,0,2,3,3,1,1,0,0,2,3,2,2,0
"Nyap2",0,7,7,3,4,1,3,1,3,2,6,2,5,3,5,3,4,3,5,5,2,3,5,3,3,2,1,2,4,4,1,5,4,4,1,1,2,5,2,3,2,1,3,1,4,4,6,0,7,5,3,3,5,1,0,0,2,2,2,1,3,1,3,1,2,2,1,2,1
"Rhbdd1",1,6,3,3,3,1,2,1,1,3,0,0,1,0,2,2,1,2,0,1,1,0,0,0,1,2,2,0,0,0,0,1,2,3,2,0,2,0,1,0,1,3,1,1,0,2,0,0,0,0,0,2,0,1,1,1,0,0,0,0,3,0,0,2,3,2,0,0,1
"Agfg1",0,0,0,1,0,0,2,1,1,1,1,0,0,2,1,0,1,2,1,1,1,1,1,1,1,0,0,0,1,2,0,1,0,0,0,1,1,0,2,1,0,0,1,0,2,1,1,0,0,0,0,1,2,0,2,0,0,1,0,1,1,0,1,1,0,2,2,0,1
"Trip12",0,3,3,2,0,2,1,2,5,6,4,3,2,0,2,4,2,2,3,6,2,7,1,3,3,4,7,2,4,2,2,5,6,2,2,5,3,3,6,4,4,2,0,2,4,6,6,3,3,2,1,4,2,1,2,1,0,2,1,2,3,1,4,4,5,3,4,6,3
